date,day_of_week,symbol,close
2016-04-06,3,AMZ-GY,522.5
2016-04-07,4,AMZ-GY,518.8
2016-04-08,5,AMZ-GY,519
2016-04-11,1,AMZ-GY,524.2
2016-04-12,2,AMZ-GY,526.75
2016-04-13,3,AMZ-GY,544.3
2016-04-14,4,AMZ-GY,550.6
2016-04-15,5,AMZ-GY,552.2
2016-04-18,1,AMZ-GY,556.3
2016-04-19,2,AMZ-GY,553.8
2016-04-20,3,AMZ-GY,560.749
2016-04-21,4,AMZ-GY,562.55
2016-04-22,5,AMZ-GY,545.7
2016-04-25,1,AMZ-GY,550
2016-04-26,2,AMZ-GY,546.25
2016-04-27,3,AMZ-GY,535
2016-04-28,4,AMZ-GY,548.9
2016-04-29,5,AMZ-GY,575.7
2016-05-02,1,AMZ-GY,587.2
2016-05-03,2,AMZ-GY,586.75
2016-05-04,3,AMZ-GY,581.2
2016-05-05,4,AMZ-GY,586.05
2016-05-06,5,AMZ-GY,580.4
2016-05-09,1,AMZ-GY,594.2
2016-05-10,2,AMZ-GY,612.85
2016-05-11,3,AMZ-GY,622.65
2016-05-12,4,AMZ-GY,627.2
2016-05-13,5,AMZ-GY,630
2016-05-17,2,AMZ-GY,623
2016-05-18,3,AMZ-GY,618.75
2016-05-19,4,AMZ-GY,617.2
2016-05-20,5,AMZ-GY,630
2016-05-23,1,AMZ-GY,623.75
2016-05-24,2,AMZ-GY,632.75
2016-05-25,3,AMZ-GY,634.5
2016-05-26,4,AMZ-GY,639
2016-05-27,5,AMZ-GY,642
2016-05-30,1,AMZ-GY,642
2016-05-31,2,AMZ-GY,649.45
2016-06-01,3,AMZ-GY,646.55
2016-06-02,4,AMZ-GY,645.2
2016-06-03,5,AMZ-GY,636
2016-06-06,1,AMZ-GY,641.4
2016-06-07,2,AMZ-GY,639
2016-06-08,3,AMZ-GY,637.35
2016-06-09,4,AMZ-GY,641
2016-06-10,5,AMZ-GY,636.5
2016-06-13,1,AMZ-GY,636.95
2016-06-14,2,AMZ-GY,637.75
2016-06-15,3,AMZ-GY,637.282
2016-06-16,4,AMZ-GY,634.5
2016-06-17,5,AMZ-GY,627.2
2016-06-20,1,AMZ-GY,637.05
2016-06-21,2,AMZ-GY,633.3
2016-06-22,3,AMZ-GY,630.85
2016-06-23,4,AMZ-GY,632.6
2016-06-24,5,AMZ-GY,633.8
2016-06-27,1,AMZ-GY,625.15
2016-06-28,2,AMZ-GY,637.65
2016-06-29,3,AMZ-GY,646.2
2016-06-30,4,AMZ-GY,647.15
2016-07-01,5,AMZ-GY,650.95
2016-07-04,1,AMZ-GY,655
2016-07-05,2,AMZ-GY,650.2
2016-07-06,3,AMZ-GY,662.5
2016-07-07,4,AMZ-GY,662.7
2016-07-08,5,AMZ-GY,673.5
2016-07-11,1,AMZ-GY,683.9
2016-07-12,2,AMZ-GY,679.05
2016-07-13,3,AMZ-GY,673.05
2016-07-14,4,AMZ-GY,670.5
2016-07-15,5,AMZ-GY,666
2016-07-18,1,AMZ-GY,666.8
2016-07-19,2,AMZ-GY,674.85
2016-07-20,3,AMZ-GY,676.651
2016-07-21,4,AMZ-GY,678.45
2016-07-22,5,AMZ-GY,682.25
2016-07-25,1,AMZ-GY,675.95
2016-07-26,2,AMZ-GY,670.7
2016-07-27,3,AMZ-GY,672.1
2016-07-28,4,AMZ-GY,675.65
2016-07-29,5,AMZ-GY,684.9
2016-08-01,1,AMZ-GY,687.35
2016-08-02,2,AMZ-GY,676.449
2016-08-03,3,AMZ-GY,674.5
2016-08-04,4,AMZ-GY,679.75
2016-08-05,5,AMZ-GY,693.199
2016-08-08,1,AMZ-GY,689
2016-08-09,2,AMZ-GY,694.2
2016-08-10,3,AMZ-GY,687.45
2016-08-11,4,AMZ-GY,689.6
2016-08-12,5,AMZ-GY,690.4
2016-08-15,1,AMZ-GY,687
2016-08-16,2,AMZ-GY,678.65
2016-08-17,3,AMZ-GY,674.35
2016-08-18,4,AMZ-GY,673.35
2016-08-19,5,AMZ-GY,670.701
2016-08-22,1,AMZ-GY,669.3
2016-08-23,2,AMZ-GY,674.35
2016-08-24,3,AMZ-GY,676.049
2016-08-25,4,AMZ-GY,670.85
2016-08-26,5,AMZ-GY,682.45
2016-08-29,1,AMZ-GY,691.15
2016-08-30,2,AMZ-GY,687.75
2016-08-31,3,AMZ-GY,687.25
2016-09-01,4,AMZ-GY,686.55
2016-09-02,5,AMZ-GY,693.75
2016-09-05,1,AMZ-GY,693.499
2016-09-06,2,AMZ-GY,695.9
2016-09-07,3,AMZ-GY,698.65
2016-09-08,4,AMZ-GY,694.65
2016-09-09,5,AMZ-GY,690.9
2016-09-12,1,AMZ-GY,684.15
2016-09-13,2,AMZ-GY,677
2016-09-14,3,AMZ-GY,677.7
2016-09-15,4,AMZ-GY,682.7
2016-09-16,5,AMZ-GY,699.05
2016-09-19,1,AMZ-GY,693.65
2016-09-20,2,AMZ-GY,696.1
2016-09-21,3,AMZ-GY,701.85
2016-09-22,4,AMZ-GY,711.65
2016-09-23,5,AMZ-GY,717.35
2016-09-26,1,AMZ-GY,712
2016-09-27,2,AMZ-GY,725.55
2016-09-28,3,AMZ-GY,734.3
2016-09-29,4,AMZ-GY,737.35
2016-09-30,5,AMZ-GY,745.2
2016-10-04,2,AMZ-GY,748.25
2016-10-05,3,AMZ-GY,750.249
2016-10-06,4,AMZ-GY,755.3
2016-10-07,5,AMZ-GY,754.45
2016-10-10,1,AMZ-GY,756.5
2016-10-11,2,AMZ-GY,752.5
2016-10-12,3,AMZ-GY,758.6
2016-10-13,4,AMZ-GY,747.7
2016-10-14,5,AMZ-GY,753.95
2016-10-17,1,AMZ-GY,741.1
2016-10-18,2,AMZ-GY,744.7
2016-10-19,3,AMZ-GY,744.55
2016-10-20,4,AMZ-GY,741.7
2016-10-21,5,AMZ-GY,749.3
2016-10-24,1,AMZ-GY,764.95
2016-10-25,2,AMZ-GY,774.15
2016-10-26,3,AMZ-GY,759.3
2016-10-27,4,AMZ-GY,754.75
2016-10-28,5,AMZ-GY,715.65
2016-10-31,1,AMZ-GY,723.75
2016-11-01,2,AMZ-GY,712.6
2016-11-02,3,AMZ-GY,696.6
2016-11-03,4,AMZ-GY,691.55
2016-11-04,5,AMZ-GY,683.95
2016-11-07,1,AMZ-GY,708.4
2016-11-08,2,AMZ-GY,712.6
2016-11-09,3,AMZ-GY,703.95
2016-11-10,4,AMZ-GY,686.7
2016-11-11,5,AMZ-GY,676.85
2016-11-14,1,AMZ-GY,671.55
2016-11-15,2,AMZ-GY,688.45
2016-11-16,3,AMZ-GY,700.5
2016-11-17,4,AMZ-GY,707.25
2016-11-18,5,AMZ-GY,718.15
2016-11-21,1,AMZ-GY,730.15
2016-11-22,2,AMZ-GY,735.05
2016-11-23,3,AMZ-GY,734.15
2016-11-24,4,AMZ-GY,738.55
2016-11-25,5,AMZ-GY,735.2
2016-11-28,1,AMZ-GY,729
2016-11-29,2,AMZ-GY,720.9
2016-11-30,3,AMZ-GY,717.55
2016-12-01,4,AMZ-GY,700
2016-12-02,5,AMZ-GY,697.25
2016-12-05,1,AMZ-GY,708
2016-12-06,2,AMZ-GY,713.6
2016-12-07,3,AMZ-GY,710.05
2016-12-08,4,AMZ-GY,724.7
2016-12-09,5,AMZ-GY,727.4
2016-12-12,1,AMZ-GY,717.8
2016-12-13,2,AMZ-GY,732.8
2016-12-14,3,AMZ-GY,724.85
2016-12-15,4,AMZ-GY,739
2016-12-16,5,AMZ-GY,722.1
2016-12-19,1,AMZ-GY,735
2016-12-20,2,AMZ-GY,746
2016-12-21,3,AMZ-GY,734.35
2016-12-22,4,AMZ-GY,732.15
2016-12-23,5,AMZ-GY,723.4
2016-12-27,2,AMZ-GY,739
2016-12-28,3,AMZ-GY,745.05
2016-12-29,4,AMZ-GY,729.65
2016-12-30,5,AMZ-GY,727.8
2017-01-02,1,AMZ-GY,728.1
2017-01-03,2,AMZ-GY,722.05
2017-01-04,3,AMZ-GY,721.5
2017-01-05,4,AMZ-GY,731.7
2017-01-06,5,AMZ-GY,749
2017-01-09,1,AMZ-GY,754.15
2017-01-10,2,AMZ-GY,756.4
2017-01-11,3,AMZ-GY,754.45
2017-01-12,4,AMZ-GY,754
2017-01-13,5,AMZ-GY,771.3
2017-01-16,1,AMZ-GY,771
2017-01-17,2,AMZ-GY,758.749
2017-01-18,3,AMZ-GY,754.8
2017-01-19,4,AMZ-GY,766.3
2017-01-20,5,AMZ-GY,760.45
2017-01-23,1,AMZ-GY,755.45
2017-01-24,2,AMZ-GY,765.2
2017-01-25,3,AMZ-GY,775.8
2017-01-26,4,AMZ-GY,786.7
2017-01-27,5,AMZ-GY,781.8
2017-01-30,1,AMZ-GY,771.701
2017-01-31,2,AMZ-GY,760.1
2017-02-01,3,AMZ-GY,768.9
2017-02-02,4,AMZ-GY,779.3
2017-02-03,5,AMZ-GY,752.45
2017-02-06,1,AMZ-GY,751.55
2017-02-07,2,AMZ-GY,760.75
2017-02-08,3,AMZ-GY,765.3
2017-02-09,4,AMZ-GY,772.75
2017-02-10,5,AMZ-GY,777
2017-02-13,1,AMZ-GY,793.95
2017-02-14,2,AMZ-GY,789.45
2017-02-15,3,AMZ-GY,793.25
2017-02-16,4,AMZ-GY,788.6
2017-02-17,5,AMZ-GY,796.2
2017-02-20,1,AMZ-GY,798.799
2017-02-21,2,AMZ-GY,812
2017-02-22,3,AMZ-GY,813.2
2017-02-23,4,AMZ-GY,805.05
2017-02-24,5,AMZ-GY,795.7
2017-02-27,1,AMZ-GY,800
2017-02-28,2,AMZ-GY,799.85
2017-03-01,3,AMZ-GY,806.2
2017-03-02,4,AMZ-GY,807.05
2017-03-03,5,AMZ-GY,805.2
2017-03-06,1,AMZ-GY,795.45
2017-03-07,2,AMZ-GY,799.2
2017-03-08,3,AMZ-GY,806.15
2017-03-09,4,AMZ-GY,808.1
2017-03-10,5,AMZ-GY,801.2
2017-03-13,1,AMZ-GY,801.3
2017-03-14,2,AMZ-GY,798.35
2017-03-15,3,AMZ-GY,799.3
2017-03-16,4,AMZ-GY,794.15
2017-03-17,5,AMZ-GY,792.8
2017-03-20,1,AMZ-GY,796.9
2017-03-21,2,AMZ-GY,786
2017-03-22,3,AMZ-GY,784.15
2017-03-23,4,AMZ-GY,787.9
2017-03-24,5,AMZ-GY,786.2
2017-03-27,1,AMZ-GY,775.6
2017-03-28,2,AMZ-GY,786.2
2017-03-29,3,AMZ-GY,807.7
2017-03-30,4,AMZ-GY,814.15
2017-03-31,5,AMZ-GY,831
2017-04-03,1,AMZ-GY,833.65
2017-04-04,2,AMZ-GY,844.35
2017-04-05,3,AMZ-GY,861.5
2017-04-06,4,AMZ-GY,847.55
2017-04-07,5,AMZ-GY,841.1
2017-04-10,1,AMZ-GY,854.35
2017-04-11,2,AMZ-GY,846.55
2017-04-12,3,AMZ-GY,848.7
2017-04-13,4,AMZ-GY,839.9
2017-04-18,2,AMZ-GY,845
2017-04-19,3,AMZ-GY,847.9
2017-04-20,4,AMZ-GY,837.449
2017-04-21,5,AMZ-GY,840.25
2017-04-24,1,AMZ-GY,835.75
2017-04-25,2,AMZ-GY,829.5
2017-04-26,3,AMZ-GY,837.15
2017-04-27,4,AMZ-GY,847.25
2017-04-28,5,AMZ-GY,858.05
2017-05-02,2,AMZ-GY,865.8
2017-05-03,3,AMZ-GY,858.55
2017-05-04,4,AMZ-GY,855.4
2017-05-05,5,AMZ-GY,848.5
2017-05-08,1,AMZ-GY,860.7
2017-05-09,2,AMZ-GY,876.65
2017-05-10,3,AMZ-GY,873.9
2017-05-11,4,AMZ-GY,868.45
2017-05-12,5,AMZ-GY,876.7
2017-05-15,1,AMZ-GY,873.85
2017-05-16,2,AMZ-GY,872.35
2017-05-17,3,AMZ-GY,856.15
2017-05-18,4,AMZ-GY,859.9
2017-05-19,5,AMZ-GY,863.85
2017-05-22,1,AMZ-GY,863
2017-05-23,2,AMZ-GY,865.35
2017-05-24,3,AMZ-GY,870.85
2017-05-25,4,AMZ-GY,888.85
2017-05-26,5,AMZ-GY,889.8
2017-05-29,1,AMZ-GY,897
2017-05-30,2,AMZ-GY,892.95
2017-05-31,3,AMZ-GY,882.4
2017-06-01,4,AMZ-GY,887.45
2017-06-02,5,AMZ-GY,889.05
2017-06-06,2,AMZ-GY,896.45
2017-06-07,3,AMZ-GY,893.7
2017-06-08,4,AMZ-GY,900
2017-06-09,5,AMZ-GY,899.05
2017-06-12,1,AMZ-GY,867.55
2017-06-13,2,AMZ-GY,867.4
2017-06-14,3,AMZ-GY,873.95
2017-06-15,4,AMZ-GY,861.05
2017-06-16,5,AMZ-GY,888.75
2017-06-19,1,AMZ-GY,893.75
2017-06-20,2,AMZ-GY,898.35
2017-06-21,3,AMZ-GY,891.5
2017-06-22,4,AMZ-GY,900
2017-06-23,5,AMZ-GY,893.8
2017-06-26,1,AMZ-GY,888.1
2017-06-27,2,AMZ-GY,878.4
2017-06-28,3,AMZ-GY,864.9
2017-06-29,4,AMZ-GY,850.75
2017-06-30,5,AMZ-GY,857
2017-07-03,1,AMZ-GY,844.15
2017-07-04,2,AMZ-GY,840
2017-07-05,3,AMZ-GY,852.05
2017-07-06,4,AMZ-GY,845.25
2017-07-07,5,AMZ-GY,856.6
2017-07-10,1,AMZ-GY,873.1
2017-07-11,2,AMZ-GY,867.5
2017-07-12,3,AMZ-GY,878.6
2017-07-13,4,AMZ-GY,878.15
2017-07-14,5,AMZ-GY,873.7
2017-07-17,1,AMZ-GY,881.45
2017-07-18,2,AMZ-GY,880.65
2017-07-19,3,AMZ-GY,893
2017-07-20,4,AMZ-GY,884.1
2017-07-21,5,AMZ-GY,878.6
2017-07-24,1,AMZ-GY,886.65
2017-07-25,2,AMZ-GY,889.3
2017-07-26,3,AMZ-GY,902.6
2017-07-27,4,AMZ-GY,925.75
2017-07-28,5,AMZ-GY,863.05
2017-07-31,1,AMZ-GY,845.1
2017-08-01,2,AMZ-GY,846.85
2017-08-02,3,AMZ-GY,830.55
2017-08-03,4,AMZ-GY,831.15
2017-08-04,5,AMZ-GY,841.65
2017-08-07,1,AMZ-GY,842.5
2017-08-08,2,AMZ-GY,844.4
2017-08-09,3,AMZ-GY,837.4
2017-08-10,4,AMZ-GY,821.05
2017-08-11,5,AMZ-GY,819.55
2017-08-14,1,AMZ-GY,834.8
2017-08-15,2,AMZ-GY,839.8
2017-08-16,3,AMZ-GY,839.15
2017-08-17,4,AMZ-GY,824.05
2017-08-18,5,AMZ-GY,821.15
2017-08-21,1,AMZ-GY,805.1
2017-08-22,2,AMZ-GY,820.25
2017-08-23,3,AMZ-GY,813.55
2017-08-24,4,AMZ-GY,798
2017-08-25,5,AMZ-GY,799.45
2017-08-28,1,AMZ-GY,799
2017-08-29,2,AMZ-GY,790.75
2017-08-30,3,AMZ-GY,807.1
2017-08-31,4,AMZ-GY,822.9
2017-09-01,5,AMZ-GY,825
2017-09-04,1,AMZ-GY,822.5
2017-09-05,2,AMZ-GY,813.6
2017-09-06,3,AMZ-GY,807.15
2017-09-07,4,AMZ-GY,813.15
2017-09-08,5,AMZ-GY,809.95
2017-09-11,1,AMZ-GY,816.3
2017-09-12,2,AMZ-GY,821.05
2017-09-13,3,AMZ-GY,831.25
2017-09-14,4,AMZ-GY,834.55
2017-09-15,5,AMZ-GY,830.65
2017-09-18,1,AMZ-GY,824.7
2017-09-19,2,AMZ-GY,812.85
2017-09-20,3,AMZ-GY,806.75
2017-09-21,4,AMZ-GY,811.25
2017-09-22,5,AMZ-GY,800.2
2017-09-25,1,AMZ-GY,794.85
2017-09-26,2,AMZ-GY,794.15
2017-09-27,3,AMZ-GY,804.75
2017-09-28,4,AMZ-GY,812.2
2017-10-02,1,AMZ-GY,816.7
2017-10-04,3,AMZ-GY,821.85
2017-10-05,4,AMZ-GY,832.05
2017-10-06,5,AMZ-GY,843.2
2017-10-09,1,AMZ-GY,844.2
2017-10-10,2,AMZ-GY,834.2
2017-10-11,3,AMZ-GY,835.9
2017-10-12,4,AMZ-GY,847.85
2017-10-13,5,AMZ-GY,848.9
2017-10-16,1,AMZ-GY,850.5
2017-10-17,2,AMZ-GY,857.4
2017-10-18,3,AMZ-GY,855.9
2017-10-19,4,AMZ-GY,832.8
2017-10-20,5,AMZ-GY,840.55
2017-10-23,1,AMZ-GY,829.15
2017-10-24,2,AMZ-GY,831.35
2017-10-25,3,AMZ-GY,822.55
2017-10-26,4,AMZ-GY,831.9
2017-10-27,5,AMZ-GY,938.45
2017-10-30,1,AMZ-GY,952.4
2017-11-01,3,AMZ-GY,948.1
2017-11-02,4,AMZ-GY,937.7
2017-11-03,5,AMZ-GY,943
2017-11-06,1,AMZ-GY,966.25
2017-11-07,2,AMZ-GY,968.95
2017-11-08,3,AMZ-GY,971.25
2017-11-17,5,AMZ-GY,964.5
2017-11-20,1,AMZ-GY,959.45
2017-11-21,2,AMZ-GY,969.35
2017-11-22,3,AMZ-GY,973.55
2017-11-23,4,AMZ-GY,977.25
2017-11-24,5,AMZ-GY,984.3
2017-11-27,1,AMZ-GY,1003.7
2017-11-28,2,AMZ-GY,1010.05
2017-11-29,3,AMZ-GY,974.9
2017-11-30,4,AMZ-GY,985.1
2017-12-01,5,AMZ-GY,972.65
2017-12-04,1,AMZ-GY,963.7
2017-12-05,2,AMZ-GY,975.9
2017-12-06,3,AMZ-GY,974.9
2017-12-07,4,AMZ-GY,983.15
2017-12-08,5,AMZ-GY,994
2017-12-11,1,AMZ-GY,985.25
2017-12-12,2,AMZ-GY,1000
2017-12-13,3,AMZ-GY,990.1
2017-12-14,4,AMZ-GY,993.1
2017-12-15,5,AMZ-GY,999.75
2017-12-18,1,AMZ-GY,1005.5
2017-12-19,2,AMZ-GY,1004.4
2017-12-20,3,AMZ-GY,992
2017-12-21,4,AMZ-GY,993.15
2017-12-22,5,AMZ-GY,988.05
2017-12-27,3,AMZ-GY,994.65
2017-12-28,4,AMZ-GY,992.25
2017-12-29,5,AMZ-GY,990.15
2018-01-02,2,AMZ-GY,983
2018-01-03,3,AMZ-GY,998
2018-01-04,4,AMZ-GY,1002
2018-01-05,5,AMZ-GY,1012
2018-01-08,1,AMZ-GY,1042
2018-01-09,2,AMZ-GY,1044
2018-01-10,3,AMZ-GY,1044
2018-01-11,4,AMZ-GY,1044
2018-01-12,5,AMZ-GY,1074
2018-01-15,1,AMZ-GY,1072
2018-01-16,2,AMZ-GY,1086
2018-01-17,3,AMZ-GY,1056
2018-01-18,4,AMZ-GY,1064
2018-01-19,5,AMZ-GY,1060
2018-01-22,1,AMZ-GY,1074
2018-01-23,2,AMZ-GY,1102
2018-01-24,3,AMZ-GY,1094
2018-01-25,4,AMZ-GY,1096
2018-01-26,5,AMZ-GY,1124
2018-01-29,1,AMZ-GY,1148
2018-01-30,2,AMZ-GY,1149.06
2018-01-31,3,AMZ-GY,1174.95
2018-02-01,4,AMZ-GY,1150
2018-02-02,5,AMZ-GY,1178
2018-02-05,1,AMZ-GY,1168
2018-02-06,2,AMZ-GY,1122.01
2018-02-07,3,AMZ-GY,1188
2018-02-08,4,AMZ-GY,1137.65
2018-02-09,5,AMZ-GY,1084
2018-02-12,1,AMZ-GY,1124
2018-02-13,2,AMZ-GY,1134.1
2018-02-14,3,AMZ-GY,1156
2018-02-15,4,AMZ-GY,1168
2018-02-16,5,AMZ-GY,1170
2018-02-19,1,AMZ-GY,1174
2018-02-20,2,AMZ-GY,1194.71
2018-02-21,3,AMZ-GY,1216.7
2018-02-22,4,AMZ-GY,1210.55
2018-02-23,5,AMZ-GY,1213.96
2018-02-26,1,AMZ-GY,1233.98
2018-02-27,2,AMZ-GY,1242
2018-02-28,3,AMZ-GY,1242.96
2018-03-01,4,AMZ-GY,1233.74
2018-03-02,5,AMZ-GY,1200.33
2018-03-05,1,AMZ-GY,1227.04
2018-03-06,2,AMZ-GY,1234.74
2018-03-07,3,AMZ-GY,1239.41
2018-03-08,4,AMZ-GY,1258.57
2018-03-09,5,AMZ-GY,1271.72
2018-03-12,1,AMZ-GY,1300.44
2018-03-13,2,AMZ-GY,1279.2
2018-03-14,3,AMZ-GY,1291.85
2018-03-15,4,AMZ-GY,1286.8
2018-03-16,5,AMZ-GY,1280.89
2018-03-19,1,AMZ-GY,1248.36
2018-03-20,2,AMZ-GY,1286.06
2018-03-21,3,AMZ-GY,1293.59
2018-03-22,4,AMZ-GY,1259.46
2018-03-23,5,AMZ-GY,1231.19
2018-03-26,1,AMZ-GY,1217.68
2018-03-27,2,AMZ-GY,1267.04
2018-03-28,3,AMZ-GY,1138.35
2018-03-29,4,AMZ-GY,1152.82
2018-04-03,2,AMZ-GY,1128
2018-04-04,3,AMZ-GY,1125.83
2018-04-05,4,AMZ-GY,1187.65
2018-04-06,5,AMZ-GY,1169.03
2018-04-09,1,AMZ-GY,1162
2018-04-10,2,AMZ-GY,1160
2018-04-11,3,AMZ-GY,1162.5
2018-04-12,4,AMZ-GY,1175.54
2018-04-13,5,AMZ-GY,1171.5
2018-04-16,1,AMZ-GY,1159.45
2018-04-17,2,AMZ-GY,1197.25
2018-04-18,3,AMZ-GY,1233.51
2018-04-19,4,AMZ-GY,1256.55
2018-04-20,5,AMZ-GY,1258.4
2018-04-23,1,AMZ-GY,1258.9
2018-04-24,2,AMZ-GY,1213.48
2018-04-25,3,AMZ-GY,1200.4
2018-04-26,4,AMZ-GY,1239.4
2018-04-27,5,AMZ-GY,1317.75
2018-04-30,1,AMZ-GY,1311.25
2018-05-02,3,AMZ-GY,1318.6
2018-05-03,4,AMZ-GY,1298.35
2018-05-04,5,AMZ-GY,1323.4
2018-05-07,1,AMZ-GY,1343.95
2018-05-08,2,AMZ-GY,1340.8
2018-05-09,3,AMZ-GY,1346.94
2018-05-10,4,AMZ-GY,1351.95
2018-05-11,5,AMZ-GY,1345.98
2018-05-14,1,AMZ-GY,1341.26
2018-05-15,2,AMZ-GY,1323
2018-05-16,3,AMZ-GY,1344.44
2018-05-17,4,AMZ-GY,1348.4
2018-05-18,5,AMZ-GY,1342.68
2018-05-22,2,AMZ-GY,1340.59
2018-05-23,3,AMZ-GY,1346.7
2018-05-24,4,AMZ-GY,1360.1
2018-05-25,5,AMZ-GY,1381.94
2018-05-28,1,AMZ-GY,1390.41
2018-05-29,2,AMZ-GY,1400.99
2018-05-30,3,AMZ-GY,1393.5
2018-05-31,4,AMZ-GY,1397.56
2018-06-01,5,AMZ-GY,1409.87
2018-06-04,1,AMZ-GY,1413.39
2018-06-05,2,AMZ-GY,1439.96
2018-06-06,3,AMZ-GY,1448.99
2018-06-07,4,AMZ-GY,1426.6
2018-06-08,5,AMZ-GY,1432.27
2018-06-11,1,AMZ-GY,1429.58
2018-06-12,2,AMZ-GY,1438.13
2018-06-13,3,AMZ-GY,1454.44
2018-06-14,4,AMZ-GY,1476.19
2018-06-15,5,AMZ-GY,1476.47
2018-06-18,1,AMZ-GY,1483.93
2018-06-19,2,AMZ-GY,1479.28
2018-06-20,3,AMZ-GY,1513.5
2018-06-21,4,AMZ-GY,1500.87
2018-06-22,5,AMZ-GY,1484.42
2018-06-25,1,AMZ-GY,1425.57
2018-06-26,2,AMZ-GY,1438.92
2018-06-27,3,AMZ-GY,1463.7
2018-06-28,4,AMZ-GY,1455.525
2018-06-29,5,AMZ-GY,1467.78
2018-07-02,1,AMZ-GY,1460.09
2018-07-03,2,AMZ-GY,1464.935
2018-07-04,3,AMZ-GY,1456.01
2018-07-05,4,AMZ-GY,1449.805
2018-07-06,5,AMZ-GY,1456.85
2018-07-09,1,AMZ-GY,1472.36
2018-07-10,2,AMZ-GY,1486.725
2018-07-11,3,AMZ-GY,1488.95
2018-07-12,4,AMZ-GY,1526.64
2018-07-13,5,AMZ-GY,1553.12
2018-07-16,1,AMZ-GY,1560.27
2018-07-17,2,AMZ-GY,1574.81
2018-07-18,3,AMZ-GY,1587.37
2018-07-19,4,AMZ-GY,1580.24
2018-07-20,5,AMZ-GY,1563.25
2018-07-23,1,AMZ-GY,1542.22
2018-07-24,2,AMZ-GY,1563.04
2018-07-25,3,AMZ-GY,1573.08
2018-07-26,4,AMZ-GY,1566.98
2018-07-27,5,AMZ-GY,1582.8
2018-07-30,1,AMZ-GY,1534.81
2018-07-31,2,AMZ-GY,1518.54
2018-08-01,3,AMZ-GY,1529
2018-08-02,4,AMZ-GY,1558
2018-08-03,5,AMZ-GY,1576.76
2018-08-06,1,AMZ-GY,1581.72
2018-08-07,2,AMZ-GY,1599.7
2018-08-08,3,AMZ-GY,1623.89
2018-08-09,4,AMZ-GY,1640.72
2018-08-10,5,AMZ-GY,1659.78
2018-08-13,1,AMZ-GY,1670.24
2018-08-14,2,AMZ-GY,1682.49
2018-08-15,3,AMZ-GY,1675.36
2018-08-16,4,AMZ-GY,1667.62
2018-08-17,5,AMZ-GY,1639.65
2018-08-20,1,AMZ-GY,1641.98
2018-08-21,2,AMZ-GY,1641.68
2018-08-22,3,AMZ-GY,1637.36
2018-08-23,4,AMZ-GY,1647.88
2018-08-24,5,AMZ-GY,1647.05
