day_of_week,symbol,date,open,high,low,close,volume,change,changePercent
5,AMZ-GY,2018-03-16,1288.01,1294,1277.37,1280.89,3377,-5.9099999999998545,-0.0046
1,AMZ-GY,2018-03-19,1278.48,1278.48,1234,1248.36,8204,-32.5300000000002,-0.0254
2,AMZ-GY,2018-03-20,1255.98,1286.06,1250.71,1286.06,5654,37.700000000000045,0.0302
3,AMZ-GY,2018-03-21,1295,1295.86,1280,1293.59,4841,7.529999999999973,0.0059
4,AMZ-GY,2018-03-22,1270,1277.3,1256.01,1259.46,4936,-34.12999999999988,-0.0264
5,AMZ-GY,2018-03-23,1241.29,1255.96,1225.83,1231.19,13879,-28.269999999999982,-0.0224
1,AMZ-GY,2018-03-26,1227.1,1239.3,1200.25,1217.68,7530,-13.509999999999991,-0.011
2,AMZ-GY,2018-03-27,1260.93,1271.75,1260,1267.04,6420,49.3599999999999,0.0405
3,AMZ-GY,2018-03-28,1216.54,1218.13,1125,1138.35,24099,-128.69000000000005,-0.1016
4,AMZ-GY,2018-03-29,1162,1183.17,1109.4,1152.82,13344,14.470000000000027,0.0127
2,AMZ-GY,2018-04-03,1114.89,1145,1103.51,1128,14553,-24.819999999999936,-0.0215
3,AMZ-GY,2018-04-04,1126.99,1127.69,1092,1125.83,11371,-2.1700000000000728,-0.0019
4,AMZ-GY,2018-04-05,1170.57,1187.65,1161,1187.65,8900,61.820000000000164,0.0549
5,AMZ-GY,2018-04-06,1173.78,1182.33,1164,1169.03,3439,-18.62000000000012,-0.0157
1,AMZ-GY,2018-04-09,1158,1165.2,1150.12,1162,3949,-7.029999999999973,-0.006
2,AMZ-GY,2018-04-10,1168,1168,1145.58,1160,2900,-2,-0.0017
3,AMZ-GY,2018-04-11,1158,1169.95,1147.21,1162.5,1880,2.5,0.0022
4,AMZ-GY,2018-04-12,1155.99,1180,1153.04,1175.54,3661,13.039999999999964,0.0112
5,AMZ-GY,2018-04-13,1174.99,1183.45,1166.29,1171.5,4321,-4.039999999999964,-0.0034
1,AMZ-GY,2018-04-16,1169,1169.95,1153.19,1159.45,2968,-12.049999999999955,-0.0103
2,AMZ-GY,2018-04-17,1171.97,1199,1167.76,1197.25,2524,37.799999999999955,0.0326
3,AMZ-GY,2018-04-18,1218.01,1234.28,1216.11,1233.51,5096,36.25999999999999,0.0303
4,AMZ-GY,2018-04-19,1257.4,1267,1242.22,1256.55,5597,23.039999999999964,0.0187
5,AMZ-GY,2018-04-20,1264.98,1272.54,1254.15,1258.4,5133,1.8500000000001364,0.0015
1,AMZ-GY,2018-04-23,1251,1266.6,1245.2,1258.9,3376,0.5,0.0004
2,AMZ-GY,2018-04-24,1249.99,1259.88,1201.95,1213.48,6401,-45.42000000000007,-0.0361
3,AMZ-GY,2018-04-25,1200,1205.99,1162,1200.4,8491,-13.079999999999927,-0.0108
4,AMZ-GY,2018-04-26,1212.01,1241,1208,1239.4,4355,39,0.0325
5,AMZ-GY,2018-04-27,1327.05,1378,1295.93,1317.75,32158,78.34999999999991,0.0632
1,AMZ-GY,2018-04-30,1307.98,1320,1296.2,1311.25,8682,-6.5,-0.0049
3,AMZ-GY,2018-05-02,1326.79,1328.98,1312,1318.6,4773,7.349999999999909,0.0056
4,AMZ-GY,2018-05-03,1309.8,1314.64,1293.36,1298.35,3961,-20.25,-0.0154
