day_of_week,symbol,date,open,high,low,close,volume,change,changePercent
3,AMZ-GY,2017-01-04,725.15,727.65,720.45,721.5,2748,-0.5499999999999545,-0.0008
4,AMZ-GY,2017-01-05,717.35,734,715.1,731.7,3217,10.200000000000045,0.0141
5,AMZ-GY,2017-01-06,738,749,732.05,749,2681,17.299999999999955,0.0236
1,AMZ-GY,2017-01-09,757.4,760.5,751,754.15,3705,5.149999999999977,0.0069
2,AMZ-GY,2017-01-10,753.3,756.4,746.6,756.4,2521,2.25,0.003
3,AMZ-GY,2017-01-11,755.4,759.95,750.65,754.45,2903,-1.9499999999999318,-0.0026
4,AMZ-GY,2017-01-12,750.6,759.4,746.4,754,3646,-0.4500000000000455,-0.0006
5,AMZ-GY,2017-01-13,765,773,762.05,771.3,4638,17.299999999999955,0.0229
1,AMZ-GY,2017-01-16,772.5,775.5,771,771,4169,-0.2999999999999545,-0.0004
2,AMZ-GY,2017-01-17,770.7,770.75,751.15,758.749,4585,-12.250999999999976,-0.0159
3,AMZ-GY,2017-01-18,759.9,760.15,753.3,754.8,5551,-3.949000000000069,-0.0052
4,AMZ-GY,2017-01-19,760.05,769.5,757.7,766.3,4118,11.5,0.0152
5,AMZ-GY,2017-01-20,760.95,765.15,757.5,760.45,2220,-5.849999999999909,-0.0076
1,AMZ-GY,2017-01-23,752,757.95,750,755.45,3518,-5,-0.0066
2,AMZ-GY,2017-01-24,762,768.65,757.25,765.2,2646,9.75,0.0129
3,AMZ-GY,2017-01-25,770,777.35,767.25,775.8,4663,10.599999999999909,0.0139
4,AMZ-GY,2017-01-26,781.05,787.5,778,786.7,5547,10.900000000000091,0.0141
5,AMZ-GY,2017-01-27,784,785.75,776.55,781.8,2915,-4.900000000000091,-0.0062
1,AMZ-GY,2017-01-30,780,784.15,766.05,771.701,5620,-10.098999999999933,-0.0129
2,AMZ-GY,2017-01-31,772.75,777.85,760.1,760.1,3885,-11.600999999999999,-0.015
3,AMZ-GY,2017-02-01,767.7,774.25,765,768.9,5805,8.799999999999955,0.0116
4,AMZ-GY,2017-02-02,771.4,780.45,766.05,779.3,6737,10.399999999999977,0.0135
5,AMZ-GY,2017-02-03,753.25,760,744.3,752.45,15628,-26.84999999999991,-0.0345
1,AMZ-GY,2017-02-06,757,767.5,748.6,751.55,8673,-0.900000000000091,-0.0012
2,AMZ-GY,2017-02-07,755,763.3,750.55,760.75,4576,9.200000000000045,0.0122
3,AMZ-GY,2017-02-08,764,766.85,760.3,765.3,3110,4.5499999999999545,0.006
4,AMZ-GY,2017-02-09,769,775,765.85,772.75,2613,7.4500000000000455,0.0097
5,AMZ-GY,2017-02-10,774.9,778,772.9,777,3512,4.25,0.0055
1,AMZ-GY,2017-02-13,778.8,793.95,777.05,793.95,5603,16.950000000000045,0.0218
2,AMZ-GY,2017-02-14,788,790.05,785.95,789.45,4385,-4.5,-0.0057
3,AMZ-GY,2017-02-15,793,797,791,793.25,4975,3.7999999999999545,0.0048
4,AMZ-GY,2017-02-16,795,795.95,787.75,788.6,4476,-4.649999999999977,-0.0059
5,AMZ-GY,2017-02-17,791.55,796.6,780,796.2,4203,7.600000000000023,0.0096
1,AMZ-GY,2017-02-20,799.4,799.75,796,798.799,2337,2.5989999999999327,0.0033
2,AMZ-GY,2017-02-21,801,814.3,800.15,812,5030,13.201000000000022,0.0165
3,AMZ-GY,2017-02-22,816,820,809.3,813.2,8304,1.2000000000000455,0.0015
4,AMZ-GY,2017-02-23,811.2,813.65,801.4,805.05,6040,-8.150000000000091,-0.01
5,AMZ-GY,2017-02-24,804.1,804.1,792.5,795.7,7339,-9.349999999999909,-0.0116
1,AMZ-GY,2017-02-27,801.5,802.5,792.8,800,4736,4.2999999999999545,0.0054
2,AMZ-GY,2017-02-28,800.95,806.95,798,799.85,2300,-0.14999999999997726,-0.0002
3,AMZ-GY,2017-03-01,804,811.1,801.35,806.2,3327,6.350000000000023,0.0079
4,AMZ-GY,2017-03-02,812.4,814,806.55,807.05,2767,0.849999999999909,0.0011
5,AMZ-GY,2017-03-03,805.5,811.45,801.05,805.2,2364,-1.849999999999909,-0.0023
1,AMZ-GY,2017-03-06,800,803.15,791.55,795.45,3243,-9.75,-0.0121
2,AMZ-GY,2017-03-07,800.15,802.55,798.4,799.2,2551,3.75,0.0047
3,AMZ-GY,2017-03-08,801.4,808.95,801,806.15,1175,6.949999999999932,0.0087
4,AMZ-GY,2017-03-09,809,809,801,808.1,1791,1.9500000000000455,0.0024
5,AMZ-GY,2017-03-10,808.95,811.9,799.5,801.2,2507,-6.899999999999977,-0.0085
1,AMZ-GY,2017-03-13,798.4,802.15,797,801.3,1133,0.09999999999990905,0.0001
2,AMZ-GY,2017-03-14,802,803.15,797,798.35,3871,-2.949999999999932,-0.0037
3,AMZ-GY,2017-03-15,803.95,804.7,798,799.3,1138,0.9499999999999318,0.0012
4,AMZ-GY,2017-03-16,799.7,800,792.95,794.15,1889,-5.149999999999977,-0.0064
5,AMZ-GY,2017-03-17,793,795.25,790.2,792.8,1393,-1.3500000000000227,-0.0017
1,AMZ-GY,2017-03-20,792.5,797.1,791.7,796.9,1392,4.100000000000023,0.0052
2,AMZ-GY,2017-03-21,798.45,798.45,782.8,786,4761,-10.899999999999977,-0.0137
3,AMZ-GY,2017-03-22,777.6,785.05,772.5,784.15,6829,-1.8500000000000227,-0.0024
4,AMZ-GY,2017-03-23,786.1,790.3,783.4,787.9,1415,3.75,0.0048
5,AMZ-GY,2017-03-24,788.5,789,784.8,786.2,1476,-1.6999999999999318,-0.0022
1,AMZ-GY,2017-03-27,769,775.6,765,775.6,2654,-10.600000000000023,-0.0135
2,AMZ-GY,2017-03-28,783.3,787.2,779.05,786.2,1646,10.600000000000023,0.0137
3,AMZ-GY,2017-03-29,798.5,808.3,795.75,807.7,3350,21.5,0.0273
4,AMZ-GY,2017-03-30,812.5,816.5,811.5,814.15,4273,6.449999999999932,0.008
5,AMZ-GY,2017-03-31,818.4,832.4,818.1,831,3609,16.850000000000023,0.0207
1,AMZ-GY,2017-04-03,833,836,830.45,833.65,4263,2.6499999999999773,0.0032
2,AMZ-GY,2017-04-04,834.4,844.8,833.15,844.35,7020,10.700000000000045,0.0128
3,AMZ-GY,2017-04-05,850,862.5,850,861.5,6579,17.149999999999977,0.0203
4,AMZ-GY,2017-04-06,852,859.7,846.85,847.55,6558,-13.950000000000045,-0.0162
5,AMZ-GY,2017-04-07,842,849,837.85,841.1,3748,-6.449999999999932,-0.0076
1,AMZ-GY,2017-04-10,847,857.05,845.4,854.35,2853,13.25,0.0158
2,AMZ-GY,2017-04-11,856.95,858,844.6,846.55,3485,-7.800000000000068,-0.0091
3,AMZ-GY,2017-04-12,850.1,855,848.7,848.7,2032,2.150000000000091,0.0025
4,AMZ-GY,2017-04-13,842,843,836.65,839.9,2599,-8.800000000000068,-0.0104
2,AMZ-GY,2017-04-18,849.5,851,841.25,845,3143,5.100000000000023,0.0061
3,AMZ-GY,2017-04-19,844.95,849.35,842.9,847.9,1712,2.8999999999999773,0.0034
4,AMZ-GY,2017-04-20,839.95,842,830.15,837.449,3908,-10.451000000000022,-0.0123
5,AMZ-GY,2017-04-21,844.45,846.95,839.95,840.25,3010,2.8010000000000446,0.0033
1,AMZ-GY,2017-04-24,841.8,842.95,833.75,835.75,5288,-4.5,-0.0054
2,AMZ-GY,2017-04-25,837,839,825,829.5,4624,-6.25,-0.0075
3,AMZ-GY,2017-04-26,831.95,841.05,830.6,837.15,3982,7.649999999999977,0.0092
4,AMZ-GY,2017-04-27,835.3,847.25,833.85,847.25,2841,10.100000000000023,0.0121
5,AMZ-GY,2017-04-28,872.5,874,857.8,858.05,12540,10.799999999999955,0.0127
2,AMZ-GY,2017-05-02,872.8,874,863.55,865.8,6188,7.75,0.009
3,AMZ-GY,2017-05-03,868,869.9,858.3,858.55,4910,-7.25,-0.0084
4,AMZ-GY,2017-05-04,866.5,866.75,854.05,855.4,4919,-3.1499999999999773,-0.0037
5,AMZ-GY,2017-05-05,854.95,858.8,846.8,848.5,3847,-6.899999999999977,-0.0081
1,AMZ-GY,2017-05-08,855,864.55,853.1,860.7,4020,12.200000000000045,0.0144
2,AMZ-GY,2017-05-09,870,879,870,876.65,5256,15.949999999999932,0.0185
3,AMZ-GY,2017-05-10,875.5,878.55,870,873.9,4069,-2.75,-0.0031
4,AMZ-GY,2017-05-11,872.65,874.4,865.8,868.45,2521,-5.449999999999932,-0.0062
5,AMZ-GY,2017-05-12,872.5,876.7,869.8,876.7,3484,8.25,0.0095
1,AMZ-GY,2017-05-15,883,883.5,871.2,873.85,7367,-2.8500000000000227,-0.0033
2,AMZ-GY,2017-05-16,871.7,874.35,865.15,872.35,5303,-1.5,-0.0017
3,AMZ-GY,2017-05-17,865.95,868.45,852.55,856.15,5304,-16.200000000000045,-0.0186
4,AMZ-GY,2017-05-18,851,862.7,843,859.9,10163,3.75,0.0044
5,AMZ-GY,2017-05-19,863.5,867.6,859.8,863.85,4671,3.9500000000000455,0.0046
1,AMZ-GY,2017-05-22,861.9,863.5,855.25,863,3490,-0.8500000000000227,-0.001
2,AMZ-GY,2017-05-23,863.15,869.2,861,865.35,3284,2.3500000000000227,0.0027
3,AMZ-GY,2017-05-24,869.9,872.95,867.1,870.85,2332,5.5,0.0064
4,AMZ-GY,2017-05-25,874.65,890,871.6,888.85,4982,18,0.0207
5,AMZ-GY,2017-05-26,888.4,893.15,884,889.8,4443,0.9499999999999318,0.0011
1,AMZ-GY,2017-05-29,894.55,898,893.55,897,4471,7.2000000000000455,0.0081
2,AMZ-GY,2017-05-30,898.9,898.9,890.9,892.95,5568,-4.0499999999999545,-0.0045
3,AMZ-GY,2017-05-31,893.05,895,875,882.4,5146,-10.550000000000068,-0.0118
4,AMZ-GY,2017-06-01,888.5,893.8,883.95,887.45,2792,5.050000000000068,0.0057
5,AMZ-GY,2017-06-02,894,894,883.85,889.05,3561,1.599999999999909,0.0018
2,AMZ-GY,2017-06-06,898.4,902.25,894.5,896.45,5675,7.400000000000091,0.0083
3,AMZ-GY,2017-06-07,894,898.35,890.5,893.7,6218,-2.75,-0.0031
4,AMZ-GY,2017-06-08,900,904.5,897.05,900,3061,6.2999999999999545,0.007
5,AMZ-GY,2017-06-09,903.95,906.85,897.55,899.05,5867,-0.9500000000000455,-0.0011
1,AMZ-GY,2017-06-12,874.85,875.5,843,867.55,15606,-31.5,-0.035
2,AMZ-GY,2017-06-13,865.9,876,863.1,867.4,7905,-0.14999999999997726,-0.0002
3,AMZ-GY,2017-06-14,875.9,880,871,873.95,4294,6.550000000000068,0.0076
4,AMZ-GY,2017-06-15,869,869,851.2,861.05,3949,-12.900000000000091,-0.0148
5,AMZ-GY,2017-06-16,864.5,894,849,888.75,10605,27.700000000000045,0.0322
1,AMZ-GY,2017-06-19,887.5,900.2,887,893.75,6609,5,0.0056
2,AMZ-GY,2017-06-20,894.75,902.35,891,898.35,5252,4.600000000000023,0.0051
3,AMZ-GY,2017-06-21,893.9,897.35,890,891.5,4003,-6.850000000000023,-0.0076
4,AMZ-GY,2017-06-22,899.9,902.45,894,900,3933,8.5,0.0095
5,AMZ-GY,2017-06-23,899.75,901.3,893,893.8,3642,-6.2000000000000455,-0.0069
1,AMZ-GY,2017-06-26,899.95,902.1,888.1,888.1,5500,-5.699999999999932,-0.0064
2,AMZ-GY,2017-06-27,888.5,888.5,871.6,878.4,4413,-9.700000000000045,-0.0109
3,AMZ-GY,2017-06-28,861.7,870.75,852.5,864.9,9142,-13.5,-0.0154
4,AMZ-GY,2017-06-29,872.5,878,850.75,850.75,5518,-14.149999999999977,-0.0164
5,AMZ-GY,2017-06-30,854.55,860.55,851.75,857,3270,6.25,0.0073
1,AMZ-GY,2017-07-03,854,857.2,833.75,844.15,5986,-12.850000000000023,-0.015
2,AMZ-GY,2017-07-04,837.5,845.8,835.1,840,3372,-4.149999999999977,-0.0049
3,AMZ-GY,2017-07-05,838.6,854.25,837.05,852.05,3566,12.049999999999955,0.0143
4,AMZ-GY,2017-07-06,857.9,857.9,841.25,845.25,2328,-6.7999999999999545,-0.008
5,AMZ-GY,2017-07-07,847,856.6,843,856.6,839,11.350000000000023,0.0134
1,AMZ-GY,2017-07-10,863.8,873.6,861.75,873.1,4563,16.5,0.0193
2,AMZ-GY,2017-07-11,877,878,861.1,867.5,3413,-5.600000000000023,-0.0064
3,AMZ-GY,2017-07-12,869.9,880,869.45,878.6,5144,11.100000000000023,0.0128
4,AMZ-GY,2017-07-13,882.5,886.6,876,878.15,4301,-0.4500000000000455,-0.0005
5,AMZ-GY,2017-07-14,876.35,879.85,870.5,873.7,1894,-4.449999999999932,-0.0051
1,AMZ-GY,2017-07-17,877.5,884.4,874.6,881.45,2712,7.75,0.0089
2,AMZ-GY,2017-07-18,881,881,867.5,880.65,2345,-0.8000000000000682,-0.0009
3,AMZ-GY,2017-07-19,889.1,893.75,887.15,893,3826,12.350000000000023,0.014
4,AMZ-GY,2017-07-20,892.95,897.9,880.75,884.1,4712,-8.899999999999977,-0.01
5,AMZ-GY,2017-07-21,882.85,883.95,870,878.6,3146,-5.5,-0.0062
1,AMZ-GY,2017-07-24,879.85,888.55,875.25,886.65,4924,8.049999999999955,0.0092
2,AMZ-GY,2017-07-25,888.95,894.95,883.1,889.3,4063,2.6499999999999773,0.003
3,AMZ-GY,2017-07-26,893.45,905.1,893.1,902.6,5130,13.300000000000068,0.015
4,AMZ-GY,2017-07-27,907,925.75,903.75,925.75,7788,23.149999999999977,0.0256
5,AMZ-GY,2017-07-28,870,873.45,854.65,863.05,17597,-62.700000000000045,-0.0677
1,AMZ-GY,2017-07-31,873,875,844.45,845.1,8129,-17.949999999999932,-0.0208
2,AMZ-GY,2017-08-01,842,850.3,838.75,846.85,8965,1.75,0.0021
3,AMZ-GY,2017-08-02,849.95,849.95,827.65,830.55,8791,-16.300000000000068,-0.0192
4,AMZ-GY,2017-08-03,840.5,843.85,830,831.15,3968,0.6000000000000227,0.0007
5,AMZ-GY,2017-08-04,832.95,841.65,831,841.65,4229,10.5,0.0126
1,AMZ-GY,2017-08-07,842.6,843.95,838.25,842.5,3281,0.8500000000000227,0.001
2,AMZ-GY,2017-08-08,842.7,844.4,837.8,844.4,6986,1.8999999999999773,0.0023
3,AMZ-GY,2017-08-09,840.1,846.15,835.25,837.4,7521,-7,-0.0083
4,AMZ-GY,2017-08-10,836.95,836.95,818.9,821.05,5171,-16.350000000000023,-0.0195
5,AMZ-GY,2017-08-11,808.75,821.9,802.5,819.55,10465,-1.5,-0.0018
1,AMZ-GY,2017-08-14,825.45,836.25,825,834.8,5279,15.25,0.0186
2,AMZ-GY,2017-08-15,841.85,846.05,838.45,839.8,2380,5,0.006
3,AMZ-GY,2017-08-16,840,844.8,832,839.15,5496,-0.6499999999999773,-0.0008
4,AMZ-GY,2017-08-17,832,838,824.05,824.05,2287,-15.100000000000023,-0.018
5,AMZ-GY,2017-08-18,816.95,822.75,813.55,821.15,2658,-2.8999999999999773,-0.0035
1,AMZ-GY,2017-08-21,816.5,817.95,801.1,805.1,2777,-16.049999999999955,-0.0195
2,AMZ-GY,2017-08-22,813,821.05,811.1,820.25,1589,15.149999999999977,0.0188
3,AMZ-GY,2017-08-23,823,824.25,807,813.55,2657,-6.7000000000000455,-0.0082
4,AMZ-GY,2017-08-24,811.9,815.9,797.5,798,3232,-15.549999999999955,-0.0191
5,AMZ-GY,2017-08-25,810.85,811.5,797.7,799.45,1878,1.4500000000000455,0.0018
1,AMZ-GY,2017-08-28,789.5,799,785.5,799,2897,-0.4500000000000455,-0.0006
2,AMZ-GY,2017-08-29,780,791.7,771.05,790.75,6882,-8.25,-0.0103
3,AMZ-GY,2017-08-30,801.9,810.1,800.05,807.1,2409,16.350000000000023,0.0207
4,AMZ-GY,2017-08-31,816,826.05,815.4,822.9,2738,15.799999999999955,0.0196
5,AMZ-GY,2017-09-01,828,828.75,822.15,825,9713,2.1000000000000227,0.0026
1,AMZ-GY,2017-09-04,818,827.5,815.5,822.5,2664,-2.5,-0.003
2,AMZ-GY,2017-09-05,820,824.85,812.3,813.6,2014,-8.899999999999977,-0.0108
3,AMZ-GY,2017-09-06,812.45,814.1,805,807.15,2284,-6.4500000000000455,-0.0079
4,AMZ-GY,2017-09-07,812,817,807.5,813.15,1807,6,0.0074
5,AMZ-GY,2017-09-08,812.5,813.55,808.75,809.95,1122,-3.199999999999932,-0.0039
1,AMZ-GY,2017-09-11,810,818.3,809.15,816.3,2893,6.349999999999909,0.0078
2,AMZ-GY,2017-09-12,820,823.75,816.15,821.05,2037,4.75,0.0058
3,AMZ-GY,2017-09-13,821.05,831.25,819.2,831.25,2255,10.200000000000045,0.0124
4,AMZ-GY,2017-09-14,842.5,844,831.7,834.55,2206,3.2999999999999545,0.004
5,AMZ-GY,2017-09-15,830,833.5,823.75,830.65,2027,-3.8999999999999773,-0.0047
1,AMZ-GY,2017-09-18,830.85,831.45,822.9,824.7,2034,-5.949999999999932,-0.0072
2,AMZ-GY,2017-09-19,814,818.4,808,812.85,2250,-11.850000000000023,-0.0144
3,AMZ-GY,2017-09-20,807.1,812.65,805,806.75,1612,-6.100000000000023,-0.0075
4,AMZ-GY,2017-09-21,819.6,819.6,807.1,811.25,1659,4.5,0.0056
5,AMZ-GY,2017-09-22,806,806.5,799.6,800.2,1864,-11.049999999999955,-0.0136
1,AMZ-GY,2017-09-25,802.05,806,791.95,794.85,3881,-5.350000000000023,-0.0067
2,AMZ-GY,2017-09-26,794,804.5,791.95,794.15,2459,-0.7000000000000455,-0.0009
3,AMZ-GY,2017-09-27,802,811.4,801.85,804.75,2812,10.600000000000023,0.0133
4,AMZ-GY,2017-09-28,813.8,813.8,805.25,812.2,3160,7.4500000000000455,0.0093
1,AMZ-GY,2017-10-02,821,823,816.7,816.7,2543,4.5,0.0055
3,AMZ-GY,2017-10-04,814.95,822.25,807.8,821.85,3940,5.149999999999977,0.0063
4,AMZ-GY,2017-10-05,821.5,832.05,818.5,832.05,3162,10.199999999999932,0.0124
5,AMZ-GY,2017-10-06,839.05,848,835,843.2,4598,11.150000000000091,0.0134
1,AMZ-GY,2017-10-09,847.5,850.6,843,844.2,3105,1,0.0012
2,AMZ-GY,2017-10-10,844.6,845.45,831,834.2,3574,-10,-0.0118
3,AMZ-GY,2017-10-11,835.2,839.25,832.75,835.9,2753,1.6999999999999318,0.002
4,AMZ-GY,2017-10-12,839.45,847.85,837.65,847.85,2601,11.950000000000045,0.0143
5,AMZ-GY,2017-10-13,848,851.5,845.7,848.9,2847,1.0499999999999545,0.0012
1,AMZ-GY,2017-10-16,851.55,855.5,848.7,850.5,3149,1.6000000000000227,0.0019
2,AMZ-GY,2017-10-17,859,861.7,852.65,857.4,2611,6.899999999999977,0.0081
3,AMZ-GY,2017-10-18,860,861.05,853.5,855.9,2819,-1.5,-0.0017
4,AMZ-GY,2017-10-19,844.5,845,828.05,832.8,3021,-23.100000000000023,-0.027
5,AMZ-GY,2017-10-20,839.5,844.65,838,840.55,4613,7.75,0.0093
1,AMZ-GY,2017-10-23,839,841.6,825.05,829.15,3156,-11.399999999999977,-0.0136
2,AMZ-GY,2017-10-24,823.5,831.5,821,831.35,3238,2.2000000000000455,0.0027
3,AMZ-GY,2017-10-25,831.8,834,818.35,822.55,4313,-8.800000000000068,-0.0106
4,AMZ-GY,2017-10-26,825.65,836.8,823,831.9,4045,9.350000000000023,0.0114
5,AMZ-GY,2017-10-27,891.2,939.15,890,938.45,36210,106.55000000000007,0.1281
1,AMZ-GY,2017-10-30,943,967,934,952.4,13424,13.949999999999932,0.0149
3,AMZ-GY,2017-11-01,952.15,956.05,945,948.1,4825,-4.2999999999999545,-0.0045
4,AMZ-GY,2017-11-02,945.9,948.75,931.4,937.7,4048,-10.399999999999977,-0.011
5,AMZ-GY,2017-11-03,940.15,944.2,932.5,943,5257,5.2999999999999545,0.0057
1,AMZ-GY,2017-11-06,957,968.95,955,966.25,5029,23.25,0.0247
2,AMZ-GY,2017-11-07,969.9,975.75,965.1,968.95,4509,2.7000000000000455,0.0028
3,AMZ-GY,2017-11-08,966.5,972.75,964.1,971.25,4534,2.2999999999999545,0.0024
5,AMZ-GY,2017-11-17,966,967.2,960.95,964.5,1234,-6.75,-0.0069
1,AMZ-GY,2017-11-20,962,963,957.5,959.45,2660,-5.0499999999999545,-0.0052
2,AMZ-GY,2017-11-21,960,969.95,958.8,969.35,2276,9.899999999999977,0.0103
3,AMZ-GY,2017-11-22,970,974.6,969.8,973.55,3202,4.199999999999932,0.0043
4,AMZ-GY,2017-11-23,980,980,975.1,977.25,1425,3.7000000000000455,0.0038
5,AMZ-GY,2017-11-24,977.55,988.5,975.2,984.3,5552,7.0499999999999545,0.0072
1,AMZ-GY,2017-11-27,996.9,1015,994.6,1003.7,5125,19.40000000000009,0.0197
2,AMZ-GY,2017-11-28,1006.3,1014.7,1004.55,1010.05,6925,6.349999999999909,0.0063
3,AMZ-GY,2017-11-29,1007,1013.75,965.8,974.9,5898,-35.14999999999998,-0.0348
4,AMZ-GY,2017-11-30,982,991.1,976,985.1,4564,10.200000000000045,0.0105
5,AMZ-GY,2017-12-01,989,993.35,971.05,972.65,4579,-12.450000000000045,-0.0126
1,AMZ-GY,2017-12-04,989,991.9,952.75,963.7,4357,-8.949999999999932,-0.0092
2,AMZ-GY,2017-12-05,959.9,979.55,948.25,975.9,4599,12.199999999999932,0.0127
3,AMZ-GY,2017-12-06,965,978.75,960,974.9,3324,-1,-0.001
4,AMZ-GY,2017-12-07,982.5,986,977.9,983.15,2280,8.25,0.0085
5,AMZ-GY,2017-12-08,989,997.05,989,994,2922,10.850000000000023,0.011
1,AMZ-GY,2017-12-11,988.2,991,981.5,985.25,2071,-8.75,-0.0088
2,AMZ-GY,2017-12-12,995,1000,989.9,1000,3147,14.75,0.015
3,AMZ-GY,2017-12-13,994.4,996.15,988.45,990.1,1456,-9.899999999999977,-0.0099
4,AMZ-GY,2017-12-14,992,999.5,981,993.1,2453,3,0.003
5,AMZ-GY,2017-12-15,1000,1003.2,993.8,999.75,1853,6.649999999999977,0.0067
1,AMZ-GY,2017-12-18,1006,1010.35,998.55,1005.5,3207,5.75,0.0058
2,AMZ-GY,2017-12-19,1011.2,1012.85,1000.75,1004.4,3861,-1.1000000000000227,-0.0011
3,AMZ-GY,2017-12-20,1007.15,1008.3,990.5,992,1833,-12.399999999999977,-0.0123
4,AMZ-GY,2017-12-21,992.25,995.4,984.75,993.15,2385,1.1499999999999773,0.0012
5,AMZ-GY,2017-12-22,992.1,993.85,986.6,988.05,1446,-5.100000000000023,-0.0051
3,AMZ-GY,2017-12-27,991,997.45,986.35,994.65,3516,6.600000000000023,0.0067
4,AMZ-GY,2017-12-28,994,996,992,992.25,1926,-2.3999999999999773,-0.0024
5,AMZ-GY,2017-12-29,995,995,989.05,990.15,2114,-2.1000000000000227,-0.0021
2,AMZ-GY,2018-01-02,974,985,967,983,2288,-7.149999999999977,-0.0072
3,AMZ-GY,2018-01-03,987,998,986,998,2256,15,0.0153
4,AMZ-GY,2018-01-04,1004,1006,1000,1002,3416,4,0.004
5,AMZ-GY,2018-01-05,1006,1014,1004,1012,3296,10,0.01
1,AMZ-GY,2018-01-08,1024,1044,1024,1042,5552,30,0.0296
2,AMZ-GY,2018-01-09,1042,1056,1040,1044,5669,2,0.0019
3,AMZ-GY,2018-01-10,1050,1052,1030,1044,3148,0,0
4,AMZ-GY,2018-01-11,1054,1058,1042,1044,3209,0,0
5,AMZ-GY,2018-01-12,1058,1074,1048,1074,5730,30,0.0287
1,AMZ-GY,2018-01-15,1078,1078,1070,1072,4354,-2,-0.0019
2,AMZ-GY,2018-01-16,1078,1098,1074,1086,6942,14,0.0131
3,AMZ-GY,2018-01-17,1074,1078,1046,1056,8092,-30,-0.0276
4,AMZ-GY,2018-01-18,1064,1066,1048,1064,3953,8,0.0076
5,AMZ-GY,2018-01-19,1056,1076,1052,1060,6520,-4,-0.0038
1,AMZ-GY,2018-01-22,1060,1074,1056,1074,4335,14,0.0132
2,AMZ-GY,2018-01-23,1090,1102,1086,1102,7102,28,0.0261
3,AMZ-GY,2018-01-24,1108,1118,1094,1094,8006,-8,-0.0073
4,AMZ-GY,2018-01-25,1094,1106,1084,1096,5159,2,0.0018
5,AMZ-GY,2018-01-26,1110,1128,1108,1124,6044,28,0.0255
1,AMZ-GY,2018-01-29,1138,1150,1130,1148,13659,24,0.0214
2,AMZ-GY,2018-01-30,1144,1152.18,1116.01,1149.06,10004,1.0599999999999454,0.0009
3,AMZ-GY,2018-01-31,1162,1176.57,1159.9,1174.95,8486,25.8900000000001,0.0225
4,AMZ-GY,2018-02-01,1187.91,1188.9,1142.01,1150,11826,-24.950000000000045,-0.0212
5,AMZ-GY,2018-02-02,1186.51,1203.14,1155,1178,25273,28,0.0243
1,AMZ-GY,2018-02-05,1144,1174.33,1108.01,1168,22572,-10,-0.0085
2,AMZ-GY,2018-02-06,1055,1155.53,1024,1122.01,54108,-45.99000000000001,-0.0394
3,AMZ-GY,2018-02-07,1159.08,1188,1155.99,1188,14855,65.99000000000001,0.0588
4,AMZ-GY,2018-02-08,1162,1173.16,1130,1137.65,14947,-50.34999999999991,-0.0424
5,AMZ-GY,2018-02-09,1107,1127.52,1074,1084,15755,-53.65000000000009,-0.0472
1,AMZ-GY,2018-02-12,1099.9,1124,1097.01,1124,11991,40,0.0369
2,AMZ-GY,2018-02-13,1123.5,1149.99,1110.76,1134.1,10220,10.099999999999909,0.009
3,AMZ-GY,2018-02-14,1149.95,1161.35,1139,1156,9967,21.90000000000009,0.0193
4,AMZ-GY,2018-02-15,1169.9,1176.27,1154,1168,12286,12,0.0104
5,AMZ-GY,2018-02-16,1171.99,1178.75,1169.5,1170,7437,2,0.0017
1,AMZ-GY,2018-02-19,1174,1174.89,1171.01,1174,3380,4,0.0034
2,AMZ-GY,2018-02-20,1172.6,1195,1159.89,1194.71,7440,20.710000000000036,0.0176
3,AMZ-GY,2018-02-21,1198.99,1216.7,1190.9,1216.7,8183,21.99000000000001,0.0184
4,AMZ-GY,2018-02-22,1207.65,1217.5,1200.37,1210.55,10553,-6.150000000000091,-0.0051
5,AMZ-GY,2018-02-23,1215.99,1217.97,1206.56,1213.96,9070,3.410000000000082,0.0028
1,AMZ-GY,2018-02-26,1221.99,1238.32,1220.1,1233.98,12081,20.019999999999982,0.0165
2,AMZ-GY,2018-02-27,1241.9,1244.93,1232.03,1242,12309,8.019999999999982,0.0065
3,AMZ-GY,2018-02-28,1240,1253.01,1240,1242.96,8742,0.9600000000000364,0.0008
4,AMZ-GY,2018-03-01,1248,1249,1225.5,1233.74,8886,-9.220000000000027,-0.0074
5,AMZ-GY,2018-03-02,1216.99,1221.9,1184,1200.33,14470,-33.41000000000008,-0.0271
1,AMZ-GY,2018-03-05,1207,1227.04,1202.25,1227.04,9401,26.710000000000036,0.0223
2,AMZ-GY,2018-03-06,1245.89,1247,1231,1234.74,6442,7.7000000000000455,0.0063
3,AMZ-GY,2018-03-07,1224.98,1243.15,1221.47,1239.41,3192,4.670000000000073,0.0038
4,AMZ-GY,2018-03-08,1247.7,1260.68,1243.26,1258.57,4916,19.159999999999854,0.0155
5,AMZ-GY,2018-03-09,1262.8,1274.35,1260.01,1271.72,6781,13.150000000000091,0.0104
1,AMZ-GY,2018-03-12,1291.94,1303,1287.4,1300.44,7993,28.720000000000027,0.0226
2,AMZ-GY,2018-03-13,1302.5,1309,1274,1279.2,11425,-21.24000000000001,-0.0163
3,AMZ-GY,2018-03-14,1287.99,1299.92,1285.5,1291.85,5322,12.649999999999864,0.0099
4,AMZ-GY,2018-03-15,1293.8,1294.64,1279.9,1286.8,2965,-5.0499999999999545,-0.0039
